booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,,
B03850,2/24/2025,4/19/2025,C0424,Student,Adventure,Website,Card,Hà Nội,3,4741000,20%,Completed,11411000,4.2,TRUE,,
B03851,2/25/2025,3/26/2025,C1192,Student,Adventure,Agent,Cash,Hạ Long,2,5504000,12%,Completed,9713000,4.1,TRUE,,
B03852,2/25/2025,4/29/2025,C0418,Student,Family,Website,Card,Nha Trang,3,3874000,13%,Completed,10060000,4.5,TRUE,,
B03853,2/26/2025,3/26/2025,C1348,Student,Foodie,Mobile App,Bank Transfer,,2,2584000,19%,Completed,4162000,4.8,FALSE,,
B03854,2/26/2025,4/13/2025,C0387,Family,Foodie,Website,Bank Transfer,Phú Quốc,1,2940000,17%,Completed,2442000,4.5,TRUE,,
B03855,2/27/2025,6/7/2025,C0028,Family,City Break,Website,Cash,Đà Nẵng,1,2689000,15%,Completed,2275000,4.6,TRUE,,
B03856,2/27/2025,3/21/2025,C1349,Student,Adventure,Agent,Bank Transfer,Huế,1,4754000,14%,Cancelled,0,,FALSE,,
B03857,2/27/2025,4/24/2025,C0892,Corporate,City Break,Agent,Bank Transfer,Hà Nội,1,2803000,5%,Completed,2650000,4.4,TRUE,,
B03858,2/27/2025,4/16/2025,C0473,Corporate,Beach,Mobile App,Card,Hà Nội,1,4396000,4%,Completed,4230000,4.7,TRUE,,
B03859,2/28/2025,3/10/2025,C0300,Student,Family,Website,Bank Transfer,Hội An,2,2704000,5%,Completed,5157000,4.9,TRUE,,
B03860,2/28/2025,6/7/2025,C0814,Family,Family,Agent,Card,Hạ Long,3,3655000,12%,Completed,9699000,4.2,TRUE,,
B03861,3/1/2025,5/15/2025,C0320,Family,Family,Website,Bank Transfer,Đà Nẵng,1,3317000,11%,Completed,2957000,4,TRUE,,
B03862,3/1/2025,4/13/2025,C0089,Corporate,Beach,Agent,Bank Transfer,Hội An,1,4150000,14%,Completed,3572000,4,TRUE,,
B03863,3/1/2025,3/1/2025,C1350,Family,Beach,Mobile App,Card,Huế,3,3387000,12%,Completed,8974000,4.3,FALSE,,
B03864,3/2/2025,5/9/2025,C0910,Family,Beach,Website,Card,Hà Nội,2,4070000,10%,Completed,7310000,4.1,TRUE,,
B03865,3/2/2025,4/18/2025,C1351,Student,City Break,Website,,Nha Trang,2,2774000,20%,Completed,4442000,3.3,FALSE,,
B03866,3/2/2025,3/29/2025,C0017,Family,Family,Website,Cash,Phú Quốc,2,3416000,5%,Completed,6468000,4.1,TRUE,,
B03867,3/3/2025,4/22/2025,C0162,Family,Family,Agent,Card,Hà Nội,5,3103000,13%,Completed,13461000,4.5,TRUE,,
B03868,3/3/2025,4/22/2025,C1352,Family,Cultural,Website,Card,Hạ Long,2,2895000,8%,Completed,5312000,3.9,FALSE,,
B03869,3/4/2025,6/5/2025,C0947,Student,City Break,Website,Bank Transfer,Phú Quốc,1,2209000,13%,Completed,1926000,4.3,TRUE,,
B03870,3/4/2025,3/29/2025,C1278,Corporate,Beach,Call Center,Card,Phú Quốc,4,4110000,11%,Completed,14665000,5,TRUE,,
B03871,3/5/2025,4/19/2025,C0728,Student,Beach,,,Đà Lạt,2,3419000,6%,Completed,6401000,4,TRUE,,
B03872,3/5/2025,5/2/2025,C0688,Student,Cultural,Website,Cash,Sa Pa,4,2481000,9%,Completed,9017000,3.5,TRUE,,
B03873,3/5/2025,5/10/2025,C0435,Young Professional,Cultural,Agent,Cash,Huế,2,2168000,13%,Completed,3771000,4.3,TRUE,,
B03874,3/6/2025,4/6/2025,C1353,Young Professional,City Break,Agent,Card,TP.HCM,1,2465000,17%,Completed,2058000,4.8,FALSE,,
B03875,3/6/2025,5/17/2025,C0135,Corporate,Adventure,Agent,Cash,TP.HCM,1,5033000,10%,Completed,4539000,3.9,TRUE,,
B03876,3/7/2025,4/21/2025,C1005,Student,Cultural,Website,,Đà Lạt,2,2540000,15%,Completed,4295000,4.2,TRUE,,
B03877,3/8/2025,6/8/2025,C0311,Corporate,Adventure,Website,Cash,Đà Nẵng,2,5589000,13%,Completed,9768000,4.1,TRUE,,
B03878,3/8/2025,5/3/2025,C0257,Young Professional,Beach,Website,Bank Transfer,Phú Quốc,3,3840000,9%,Completed,10525000,4,TRUE,,
B03879,3/8/2025,6/3/2025,C1354,Corporate,Beach,,Card,Phú Quốc,1,4452000,10%,Completed,4025000,4.5,FALSE,,
B03880,3/9/2025,4/26/2025,C1355,Student,Cultural,Website,Card,Nha Trang,1,3543000,14%,Completed,3061000,4.4,FALSE,,
B03881,3/10/2025,5/12/2025,C0771,Family,Adventure,Agent,Card,Phú Quốc,1,5450000,15%,Completed,4619000,4.4,TRUE,,
B03882,3/11/2025,4/15/2025,C0930,Corporate,Foodie,Website,,Phú Quốc,1,2926000,12%,Completed,2573000,4.8,TRUE,,
B03883,3/11/2025,6/6/2025,C1271,Young Professional,City Break,Agent,Card,Huế,4,1907000,15%,Completed,6482000,4.3,TRUE,,
B03884,3/12/2025,5/23/2025,C1356,Family,City Break,Agent,Bank Transfer,Phú Quốc,1,2175000,15%,Completed,1853000,3.8,FALSE,,
B03885,3/12/2025,5/29/2025,C0960,Young Professional,Beach,Agent,Card,Sa Pa,3,3701000,13%,Completed,9647000,3.7,TRUE,,
B03886,3/13/2025,4/23/2025,C0730,Family,Adventure,Website,Cash,Hà Nội,2,4846000,6%,Completed,9128000,3.6,TRUE,,
B03887,3/14/2025,3/18/2025,C0348,Student,Adventure,Mobile App,Cash,Phú Quốc,1,4893000,12%,Cancelled,4296000,4.9,TRUE,,
B03888,3/15/2025,6/3/2025,C1357,Young Professional,Cultural,Website,Card,Nha Trang,2,3316000,11%,Completed,5900000,4,FALSE,,
B03889,3/15/2025,5/12/2025,C0553,Family,Cultural,Website,Card,Huế,1,2286000,14%,Completed,1963000,4,TRUE,,
B03890,3/15/2025,5/2/2025,C1358,Young Professional,Cultural,Agent,Cash,Huế,1,2212000,11%,Completed,1969000,4.5,FALSE,,
B03891,3/15/2025,6/8/2025,C1359,Family,Foodie,Mobile App,Card,Đà Nẵng,1,2427000,8%,Completed,2229000,3.9,FALSE,,
B03892,3/16/2025,4/10/2025,C1360,Young Professional,Beach,Agent,Card,TP.HCM,3,3824000,9%,Completed,10446000,4.4,FALSE,,
B03893,3/16/2025,6/16/2025,C1180,Student,Beach,Agent,Card,Hà Nội,3,4339000,9%,Completed,11882000,4.1,TRUE,,
B03894,3/16/2025,5/31/2025,C1361,Young Professional,Family,Website,Card,Phú Quốc,1,3325000,12%,Completed,2924000,4.5,FALSE,,
B03895,3/17/2025,5/28/2025,C0601,Family,Adventure,Website,Card,Hà Nội,4,4537000,11%,Completed,16139000,4.2,TRUE,,
B03896,3/17/2025,6/13/2025,C1362,Young Professional,City Break,Website,Card,Hội An,2,1402000,5%,Cancelled,0,,FALSE,,
B03897,3/18/2025,6/5/2025,C0094,Young Professional,Beach,Website,Card,Đà Nẵng,4,4253000,7%,Completed,15893000,3.7,TRUE,,
B03898,3/18/2025,4/2/2025,C0044,,Cultural,Agent,Bank Transfer,TP.HCM,3,2426000,9%,Completed,6609000,3.6,TRUE,,
B03899,3/19/2025,6/12/2025,C0911,Family,Adventure,Agent,Card,Huế,3,4637000,12%,Completed,12216000,4.5,TRUE,,
B03900,3/20/2025,5/31/2025,C0011,Family,Family,Agent,Bank Transfer,Hội An,5,2666000,15%,Completed,11341000,5,TRUE,,
B03901,3/20/2025,5/23/2025,C0966,Corporate,Cultural,Website,Card,Sa Pa,3,2330000,6%,Completed,6572000,3.8,TRUE,,
B03902,3/22/2025,5/11/2025,C1363,Young Professional,Cultural,Website,Card,TP.HCM,1,2251000,11%,Completed,2005000,4.7,FALSE,,
B03903,3/23/2025,6/7/2025,C0251,Student,Family,Website,Card,Hạ Long,1,3581000,9%,Completed,3270000,4.7,TRUE,,
B03904,3/24/2025,5/8/2025,C1364,Corporate,Cultural,Website,Card,Hà Nội,2,2679000,15%,Completed,4570000,3,FALSE,,
B03905,3/25/2025,5/2/2025,C1365,Family,Beach,Mobile App,Card,Phú Quốc,1,4010000,14%,Completed,3454000,4.7,FALSE,,
B03906,3/25/2025,6/1/2025,C1366,Student,Beach,Website,Card,Hà Nội,2,4712000,12%,Completed,8261000,3.6,FALSE,,
B03907,3/26/2025,6/24/2025,C1367,Student,Foodie,Website,Bank Transfer,,4,2664000,6%,Completed,10008000,3.9,FALSE,,
B03908,3/26/2025,3/27/2025,C1134,Young Professional,Adventure,Website,Card,Sa Pa,1,4414000,12%,Completed,3894000,4.2,TRUE,,
B03909,3/27/2025,5/9/2025,C1368,Family,Beach,Mobile App,Card,Hà Nội,1,4016000,11%,Completed,3558000,4.5,FALSE,,
B03910,3/27/2025,5/11/2025,C0788,Student,Cultural,Website,Card,Huế,3,2257000,7%,Completed,6322000,4.9,TRUE,,
B03911,3/27/2025,5/18/2025,C0724,Corporate,Cultural,Website,Card,Hội An,1,2513000,10%,Completed,2263000,4,TRUE,,
B03912,3/27/2025,6/4/2025,C1369,Family,Cultural,Website,Card,Huế,4,2314000,13%,Completed,8011000,4.7,FALSE,,
B03913,3/28/2025,6/21/2025,C0482,Young Professional,Cultural,Website,Cash,Huế,1,2505000,14%,Completed,2147000,3.5,TRUE,,
B03914,3/29/2025,5/30/2025,C1370,Student,Beach,Website,Bank Transfer,Phú Quốc,2,4103000,14%,Completed,7082000,4.4,FALSE,,
B03915,3/29/2025,6/11/2025,C0258,Corporate,Cultural,Agent,Card,Hạ Long,1,2645000,10%,Completed,2393000,4.4,TRUE,,
B03916,3/30/2025,6/18/2025,C0126,Young Professional,Adventure,Website,Card,Hà Nội,2,5148000,18%,Cancelled,0,,TRUE,,
B03917,3/30/2025,5/30/2025,C0347,Family,Beach,Agent,Card,TP.HCM,2,3676000,5%,Completed,6952000,3.2,TRUE,,
B03918,3/31/2025,7/8/2025,C1184,Student,Beach,Website,Card,,3,3305000,0%,Completed,9915000,4.7,TRUE,,
B03919,3/31/2025,6/5/2025,C0466,Young Professional,City Break,Website,Bank Transfer,Đà Nẵng,1,2631000,8%,Completed,2411000,4.7,TRUE,,
B03920,4/1/2025,5/7/2025,C0822,Family,Family,Mobile App,Card,Phú Quốc,1,3356000,8%,Cancelled,0,,TRUE,,
B03921,4/2/2025,7/8/2025,C0100,Corporate,Adventure,Agent,Bank Transfer,Đà Nẵng,1,6041000,16%,Completed,5074000,4.3,TRUE,,
B03922,4/2/2025,6/2/2025,C1303,Family,City Break,Website,Card,Hội An,3,1415000,7%,Completed,3945000,3.5,TRUE,,
B03923,4/3/2025,5/6/2025,C1020,Young Professional,Family,Agent,Cash,Đà Nẵng,3,3303000,12%,Completed,8765000,4.1,TRUE,,
B03924,4/4/2025,4/28/2025,C1124,Young Professional,Beach,Website,,Hội An,3,4283000,4%,Completed,12338000,4.4,TRUE,,
B03925,4/4/2025,6/22/2025,C0904,Young Professional,Foodie,Website,Card,Hội An,2,2042000,12%,Completed,3594000,3.8,TRUE,,
B03926,4/5/2025,6/26/2025,C1371,Corporate,City Break,Website,,Phú Quốc,2,2228000,16%,Completed,3742000,4.1,FALSE,,
B03927,4/6/2025,5/6/2025,C1026,Student,Beach,Mobile App,Bank Transfer,Đà Lạt,1,3380000,9%,Completed,3090000,4.3,TRUE,,
B03928,4/6/2025,6/6/2025,C1372,Corporate,Adventure,Mobile App,Card,Sa Pa,4,4792000,6%,Completed,17947000,4.3,FALSE,,
B03929,4/6/2025,4/17/2025,C1373,Student,Beach,Website,Card,Đà Lạt,2,3334000,9%,Completed,6063000,4.3,FALSE,,
B03930,4/7/2025,6/23/2025,C0006,Family,Beach,Mobile App,Bank Transfer,Đà Lạt,3,3833000,13%,Completed,9995000,4.5,TRUE,,
B03931,4/7/2025,7/10/2025,C1374,Student,Adventure,Website,Card,,4,5965000,6%,Cancelled,0,,FALSE,,
B03932,4/7/2025,6/29/2025,C1375,Young Professional,Beach,Website,Card,,2,3389000,15%,Completed,5760000,4.2,FALSE,,
B03933,4/9/2025,7/21/2025,C1376,Student,Beach,Website,Card,Huế,3,3623000,12%,Completed,9540000,3.6,FALSE,,
B03934,4/9/2025,6/8/2025,C1093,Student,Cultural,Website,Card,Phú Quốc,2,2768000,7%,Completed,5123000,4.6,TRUE,,
B03935,4/10/2025,6/5/2025,C0824,Young Professional,Family,Agent,Cash,Hạ Long,1,3835000,5%,Completed,3652000,4.3,TRUE,,
B03936,4/11/2025,6/30/2025,C1377,Young Professional,Cultural,Mobile App,Bank Transfer,Sa Pa,3,2434000,8%,Completed,6694000,3.7,FALSE,,
B03937,4/12/2025,5/21/2025,C1361,Family,Cultural,Mobile App,Card,Huế,4,2250000,11%,Completed,7976000,3.8,TRUE,,
B03938,4/12/2025,6/2/2025,C1028,Corporate,Cultural,,Cash,Hà Nội,1,2846000,14%,Completed,2459000,3.5,TRUE,,
B03939,4/13/2025,6/19/2025,C0214,Corporate,City Break,Website,Card,Hội An,3,1508000,17%,Cancelled,0,,TRUE,,
B03940,4/13/2025,6/9/2025,C0415,Corporate,Beach,Website,,Phú Quốc,3,4526000,1%,Cancelled,0,,TRUE,,
B03941,4/13/2025,5/21/2025,C0277,,Beach,Mobile App,E-wallet,Đà Lạt,3,3194000,10%,Completed,8588000,4.7,TRUE,,
B03942,4/15/2025,6/20/2025,C0887,Family,City Break,Call Center,Card,,5,2221000,8%,Completed,10168000,4.4,TRUE,,
B03943,4/15/2025,5/10/2025,C1378,Young Professional,Family,Mobile App,Card,Huế,5,3105000,14%,Completed,13403000,3.9,FALSE,,
B03944,4/15/2025,5/10/2025,C0906,Family,Adventure,Agent,Card,Hội An,4,4532000,12%,Completed,15952000,3.8,TRUE,,
B03945,4/15/2025,6/29/2025,C1379,Corporate,Family,Website,Cash,Đà Lạt,2,3373000,12%,Completed,5954000,3.4,FALSE,,
B03946,4/16/2025,7/24/2025,C0426,Young Professional,Family,Mobile App,E-wallet,Nha Trang,3,3871000,13%,Completed,10079000,4.5,TRUE,,
B03947,4/16/2025,4/26/2025,C1200,Young Professional,Family,Website,Bank Transfer,Đà Nẵng,2,3773000,14%,Completed,6499000,4.4,TRUE,,
B03948,4/16/2025,6/23/2025,C0230,Young Professional,Beach,,Cash,Hội An,1,4259000,11%,Completed,3792000,4.4,TRUE,,
B03949,4/17/2025,5/22/2025,C0962,Corporate,Foodie,Agent,Card,Phú Quốc,4,2709000,14%,Completed,9321000,4,TRUE,,
B03950,4/17/2025,7/18/2025,C1380,Student,Cultural,Website,Cash,Đà Lạt,2,2515000,10%,Completed,4517000,4.5,FALSE,,
B03951,4/17/2025,6/9/2025,C1381,Young Professional,Cultural,Website,Card,Phú Quốc,2,2682000,7%,Completed,5002000,4.2,FALSE,,
B03952,4/18/2025,5/30/2025,C1382,Family,City Break,Website,Card,Phú Quốc,1,2214000,11%,Completed,1961000,4.7,FALSE,,
B03953,4/18/2025,6/12/2025,C0427,Family,Beach,Website,Bank Transfer,Phú Quốc,2,4237000,12%,Completed,7503000,4.4,TRUE,,
B03954,4/18/2025,6/28/2025,C0541,Family,Cultural,Website,Card,,1,3044000,14%,Completed,2603000,4.7,TRUE,,
B03955,4/19/2025,6/29/2025,C0504,Student,Beach,,Card,Đà Lạt,1,3032000,12%,Completed,2682000,4.3,TRUE,,
B03956,4/20/2025,4/27/2025,C1383,Young Professional,City Break,Website,Bank Transfer,TP.HCM,3,2720000,10%,Completed,7329000,3.9,FALSE,,
B03957,4/20/2025,5/19/2025,C0230,Young Professional,Cultural,Agent,Bank Transfer,,1,2774000,12%,Completed,2435000,3.8,TRUE,,
B03958,4/20/2025,5/31/2025,C0943,Family,Beach,Website,Bank Transfer,Đà Nẵng,1,4648000,9%,Completed,4233000,4,TRUE,,
B03959,4/20/2025,6/11/2025,C0018,Family,Family,Mobile App,Card,Phú Quốc,1,3538000,9%,Completed,3207000,3.5,TRUE,,
B03960,4/21/2025,6/10/2025,C1150,Corporate,Foodie,Call Center,Card,Sa Pa,1,2979000,9%,Completed,2725000,4.8,TRUE,,
B03961,4/21/2025,5/20/2025,C1384,Young Professional,Adventure,Mobile App,E-wallet,,1,4502000,7%,Completed,4190000,4.2,FALSE,,
B03962,4/21/2025,5/8/2025,C0064,Student,Family,Website,Card,Đà Nẵng,1,3477000,12%,Completed,3057000,4.2,TRUE,,
B03963,4/22/2025,6/2/2025,C1385,Young Professional,City Break,Website,Card,Sa Pa,3,2296000,13%,Completed,5975000,4.3,FALSE,,
B03964,4/23/2025,5/27/2025,C1386,Young Professional,Foodie,Agent,Bank Transfer,Đà Lạt,1,2358000,8%,Completed,2172000,4.4,FALSE,,
B03965,4/23/2025,7/9/2025,C1287,Corporate,Family,Agent,Bank Transfer,Hà Nội,1,3309000,9%,Completed,2995000,4.1,TRUE,,
B03966,4/24/2025,6/9/2025,C1387,Student,Adventure,Agent,Bank Transfer,Hạ Long,4,5890000,13%,Completed,20446000,3.4,FALSE,,
B03967,4/24/2025,5/31/2025,C0803,Young Professional,Foodie,Website,Cash,,2,3045000,7%,Completed,5676000,4.4,TRUE,,
B03968,4/25/2025,7/2/2025,C0317,Family,Beach,Website,Card,Đà Lạt,2,3118000,12%,Completed,5460000,4.2,TRUE,,
B03969,4/25/2025,6/7/2025,C1388,Student,Adventure,Agent,Cash,Nha Trang,1,5180000,11%,Completed,4621000,4.6,FALSE,,
B03970,4/26/2025,7/3/2025,C0184,Young Professional,Cultural,Mobile App,Bank Transfer,Phú Quốc,2,2680000,11%,Completed,4764000,3.7,TRUE,,
B03971,4/26/2025,7/4/2025,C0498,Family,Cultural,Website,Cash,Đà Nẵng,4,3071000,12%,Completed,10809000,3.7,TRUE,,
B03972,4/27/2025,6/5/2025,C0325,Family,Beach,Mobile App,Card,Sa Pa,3,4110000,8%,Completed,11360000,3.3,TRUE,,
B03973,4/27/2025,6/19/2025,C1389,Family,Beach,Website,Card,Nha Trang,3,4430000,17%,Completed,11088000,3.4,FALSE,,
B03974,4/28/2025,6/7/2025,C0579,,Beach,Agent,Bank Transfer,Hạ Long,1,4275000,17%,Completed,3551000,4,TRUE,,
B03975,4/29/2025,7/8/2025,C1390,Family,Beach,Mobile App,Card,Hội An,1,4245000,4%,Completed,4067000,4.2,FALSE,,
B03976,4/29/2025,6/30/2025,C0787,Young Professional,Family,Mobile App,Cash,Sa Pa,2,3213000,8%,Cancelled,5920000,3.4,TRUE,,
B03977,4/30/2025,6/1/2025,C0881,Family,Family,Website,Cash,TP.HCM,5,3240000,13%,Completed,14135000,4.9,TRUE,,
B03978,4/30/2025,6/11/2025,C0200,Young Professional,Beach,Agent,,,1,4399000,9%,Completed,3989000,3.6,TRUE,,
B03979,4/30/2025,7/24/2025,C1391,Young Professional,Beach,Agent,Card,Huế,4,3536000,15%,Completed,12049000,3.6,FALSE,,
B03980,4/30/2025,5/19/2025,C1392,Young Professional,Beach,Website,Card,Phú Quốc,2,3937000,13%,Completed,6880000,3.5,FALSE,,
B03981,5/1/2025,5/11/2025,C1393,Family,Adventure,Website,Card,Sa Pa,1,4673000,11%,Completed,4181000,4.5,FALSE,,
B03982,5/1/2025,6/6/2025,C1141,Family,Beach,Agent,E-wallet,Hội An,1,4391000,9%,Completed,3993000,4.3,TRUE,,
B03983,5/1/2025,7/3/2025,C0369,Student,Foodie,Agent,E-wallet,TP.HCM,2,2668000,13%,Completed,4661000,4.8,TRUE,,
B03984,5/1/2025,6/26/2025,C1051,Young Professional,Cultural,Website,Card,Phú Quốc,1,2504000,12%,Completed,2198000,4.2,TRUE,,
B03985,5/1/2025,6/25/2025,C1394,Corporate,Beach,Website,E-wallet,Đà Nẵng,3,4535000,8%,Completed,12505000,4.5,FALSE,,
B03986,5/2/2025,6/2/2025,C0247,Young Professional,Adventure,Website,Card,Đà Nẵng,2,5889000,12%,Completed,10394000,4.8,TRUE,,
B03987,5/3/2025,5/13/2025,C0839,Family,Cultural,Agent,Cash,Hà Nội,1,2617000,10%,Completed,2352000,4.1,TRUE,,
B03988,5/3/2025,6/23/2025,C0762,Young Professional,Foodie,Website,Card,Huế,1,3049000,7%,Completed,2829000,4.5,TRUE,,
B03989,5/3/2025,7/2/2025,C1384,Corporate,Family,Website,E-wallet,Hạ Long,4,3960000,8%,Completed,14646000,4.6,TRUE,,
B03990,5/3/2025,6/8/2025,C1274,Young Professional,City Break,Website,Bank Transfer,Sa Pa,2,2308000,7%,Completed,4303000,4.5,TRUE,,
B03991,5/3/2025,5/20/2025,C0241,Student,Beach,Website,Bank Transfer,Hội An,1,3947000,11%,Completed,3496000,4.4,TRUE,,
B03992,5/4/2025,6/15/2025,C0111,Young Professional,Cultural,Agent,Cash,TP.HCM,4,2305000,10%,Completed,8298000,4.2,TRUE,,
B03993,5/4/2025,8/19/2025,C1395,Family,City Break,Website,Card,Hội An,3,1457000,12%,Completed,3856000,5,FALSE,,
B03994,5/4/2025,6/10/2025,C0494,Corporate,Adventure,Mobile App,Card,Nha Trang,4,5178000,14%,Completed,17754000,3.8,TRUE,,
B03995,5/4/2025,6/30/2025,C1396,Family,Beach,Mobile App,Bank Transfer,Hội An,3,4553000,9%,Completed,12482000,4.4,FALSE,,
B03996,4/5/2025,5/28/2025,C0968,Family,City Break,Website,Bank Transfer,Phú Quốc,2,2126000,14%,Completed,3648000,3.9,TRUE,,
B03997,5/4/2025,6/29/2025,C1397,Corporate,Cultural,Website,Cash,Đà Lạt,4,2631000,14%,Cancelled,0,,FALSE,,
B03998,5/5/2025,5/28/2025,C0951,Family,City Break,Website,Card,Nha Trang,1,2269000,6%,Completed,2138000,4.9,TRUE,,
B03999,5/5/2025,5/31/2025,C0037,Family,Adventure,Mobile App,Bank Transfer,Sa Pa,2,4751000,7%,Completed,8818000,3.7,TRUE,,
B04000,5/5/2025,5/27/2025,C0128,Family,Beach,Website,Card,Huế,2,3400000,14%,Cancelled,5874000,5,TRUE,,
B04001,5/6/2025,5/27/2025,C1398,Family,Cultural,Website,Bank Transfer,TP.HCM,1,2126000,6%,Completed,1992000,4.6,FALSE,,
B04002,5/6/2025,6/25/2025,C0984,Family,Cultural,Website,Cash,Huế,1,2411000,16%,Completed,2017000,4.7,TRUE,,
B04003,5/6/2025,5/13/2025,C0480,Family,Cultural,Agent,Card,Phú Quốc,2,2407000,13%,Completed,4170000,4.9,TRUE,,
B04004,5/6/2025,6/2/2025,C0712,Young Professional,City Break,Mobile App,Bank Transfer,Đà Nẵng,2,2740000,12%,Completed,4830000,4.2,TRUE,,
B04005,5/7/2025,6/26/2025,C1116,Student,City Break,Agent,Card,Sa Pa,1,2223000,14%,Completed,1917000,4.3,TRUE,,
B04006,5/8/2025,7/11/2025,C0169,Family,Cultural,Website,Bank Transfer,Phú Quốc,1,2387000,14%,Completed,2051000,4.6,TRUE,,
B04007,5/9/2025,6/20/2025,C1332,Young Professional,Beach,Website,Card,Hội An,1,4052000,11%,Completed,3597000,4.1,TRUE,,
B04008,5/9/2025,6/8/2025,C0725,Young Professional,Beach,Website,Card,Huế,4,3794000,14%,Completed,13034000,3.7,TRUE,,
B04009,5/10/2025,6/2/2025,C0701,Corporate,Beach,Agent,Card,Hạ Long,1,4488000,20%,Completed,3580000,4.8,TRUE,,
B04010,5/11/2025,7/24/2025,C1399,Family,Beach,Mobile App,Card,Sa Pa,3,4097000,9%,Completed,11183000,5,FALSE,,
B04011,5/11/2025,7/10/2025,C1400,Family,Family,Website,Card,Đà Nẵng,1,3952000,6%,Completed,3735000,4.5,FALSE,,
B04012,5/11/2025,8/14/2025,C1401,Family,Beach,Agent,Card,Nha Trang,1,4219000,8%,Completed,3883000,3.6,FALSE,,
B04013,5/11/2025,7/17/2025,C1181,Student,Family,Website,Cash,Sa Pa,2,3347000,9%,Completed,6111000,4.2,TRUE,,
B04014,5/11/2025,7/13/2025,C1402,Corporate,Beach,Website,Card,Huế,4,4003000,8%,Completed,14759000,4,FALSE,,
B04015,5/12/2025,7/24/2025,C1279,Corporate,City Break,Website,Card,Nha Trang,1,2846000,11%,Completed,2533000,3.8,TRUE,,
B04016,5/12/2025,8/11/2025,C1403,Student,Family,Website,Bank Transfer,Đà Lạt,4,3268000,4%,Completed,12571000,3.9,FALSE,,
B04017,5/12/2025,6/19/2025,C1404,Corporate,Beach,Website,Bank Transfer,Huế,2,3704000,5%,Completed,7013000,5,FALSE,,
B04018,12/5/2025,6/16/2025,C1198,Young Professional,Adventure,Mobile App,Card,,2,3655000,10%,Completed,6548000,4.4,TRUE,,
B04019,5/12/2025,7/19/2025,C0951,Young Professional,City Break,Agent,Card,TP.HCM,1,2731000,8%,Completed,2507000,4.3,TRUE,,
B04020,5/13/2025,8/20/2025,C1372,Corporate,Adventure,,Card,Hạ Long,3,6331000,11%,Completed,16931000,4.3,TRUE,,
B04021,5/14/2025,7/11/2025,C1057,Family,City Break,Website,Card,Hội An,2,1407000,9%,Completed,2561000,4.8,TRUE,,
B04022,5/14/2025,5/14/2025,C1405,,Family,Agent,Bank Transfer,Hà Nội,1,3150000,10%,Completed,2821000,4,FALSE,,
B04023,5/14/2025,7/20/2025,C0744,Family,Foodie,Website,Card,TP.HCM,2,2697000,14%,Completed,4657000,3.9,TRUE,,
B04024,5/16/2025,8/1/2025,C1406,Young Professional,Beach,Website,Cash,Huế,1,3927000,8%,Completed,3598000,4.2,FALSE,,
B04025,5/16/2025,7/26/2025,C1020,Family,Cultural,,Bank Transfer,Hạ Long,3,2805000,2%,Completed,8288000,4.4,TRUE,,
B04026,5/17/2025,6/5/2025,C0468,Student,City Break,Mobile App,Card,Nha Trang,3,2604000,11%,Completed,6922000,4.3,TRUE,,
B04027,5/17/2025,6/4/2025,C0259,Family,Foodie,Website,Card,,3,2683000,9%,Completed,7306000,4.6,TRUE,,
B04028,5/17/2025,7/6/2025,C1407,Student,Beach,Mobile App,Card,Hạ Long,1,4605000,9%,Completed,4200000,3,FALSE,,
B04029,5/18/2025,7/22/2025,C1408,Family,Cultural,Mobile App,E-wallet,Phú Quốc,2,2855000,5%,Completed,5451000,3.6,FALSE,,
B04030,5/18/2025,6/15/2025,C1106,Family,Family,Agent,E-wallet,Huế,1,3676000,6%,Completed,3440000,3.8,TRUE,,
B04031,5/18/2025,6/8/2025,C0924,Family,Beach,Website,Card,Phú Quốc,3,4211000,9%,Completed,11487000,4.6,TRUE,,
B04032,5/19/2025,6/21/2025,C1409,Young Professional,Adventure,Website,Bank Transfer,Hội An,2,5055000,17%,Completed,8405000,4.6,FALSE,,
B04033,5/20/2025,6/6/2025,C1410,Student,Cultural,Agent,Card,Hạ Long,3,2712000,11%,Completed,7219000,4,FALSE,,
B04034,5/20/2025,6/16/2025,C0370,Young Professional,Beach,Website,Bank Transfer,Hà Nội,2,4841000,13%,Completed,8453000,4.2,TRUE,,
B04035,5/20/2025,7/16/2025,C0316,Student,Beach,Agent,Cash,Sa Pa,2,4125000,14%,Cancelled,0,,TRUE,,
B04036,5/21/2025,7/10/2025,C0527,Family,Family,Website,Bank Transfer,TP.HCM,3,3585000,17%,Completed,8925000,4.6,TRUE,,
B04037,5/22/2025,7/28/2025,C0764,Young Professional,Foodie,Website,Card,TP.HCM,1,2609000,11%,Completed,2321000,3.8,TRUE,,
B04038,5/22/2025,7/18/2025,C0827,,Cultural,Agent,Cash,Phú Quốc,4,2644000,14%,Completed,9068000,4.1,TRUE,,
B04039,5/22/2025,6/3/2025,C1018,Family,Beach,Agent,Card,Đà Lạt,4,3511000,11%,Completed,12477000,5,TRUE,,
B04040,5/23/2025,7/28/2025,C0897,,Cultural,Website,Cash,Nha Trang,2,3344000,8%,Cancelled,0,,TRUE,,
